VALUE	ABB	AVL
13672	33	16
14417	37	17
16505	35	15
3982	33	16
23828	31	15
12253	33	13
610	22	8
29538	25	14
19239	31	14
22075	36	16
1482	41	11
11495	21	10
23967	28	14
17148	32	14
12105	33	13
19556	31	14
27000	37	15
9665	37	14
9293	37	12
1185	31	15
11562	31	16
32429	27	14
29116	32	14
18170	29	12
19572	28	15
15130	30	15
1498	38	15
26033	33	15
14680	30	15
2699	32	13
364	31	15
12425	30	14
11879	29	15
32738	29	15
9246	35	12
16272	33	16
7742	37	15
21204	40	16
22562	37	15
24636	28	14
15441	30	12
21913	34	15
8474	36	14
22713	36	15
743	32	14
29416	31	15
29240	34	12
30082	30	15
23142	38	14
18466	30	16
12195	38	16
5423	34	13
17873	31	15
12238	35	11
24349	28	15
9869	34	13
14479	30	15
20549	36	15
19428	34	14
19700	30	14
31086	31	14
686	30	15
8661	35	13
7893	30	17
14055	43	14
9773	33	14
17367	33	15
12947	34	14
12452	30	15
13144	38	15
24951	34	14
28052	32	12
6719	34	15
9195	39	14
4048	36	13
18839	33	15
6989	35	14
700	28	13
27054	37	14
1096	35	15
4251	41	15
14321	32	15
31475	34	14
27921	29	15
29367	33	15
25968	33	14
31545	30	15
17716	32	15
1458	36	12
26519	27	15
7096	36	15
26135	34	14
13861	34	16
20014	37	13
27754	26	13
8670	30	10
18290	32	15
24985	37	13
7278	29	10
4671	26	16
14156	35	14
2130	30	14
6571	36	14
18834	36	15
31354	29	14
8343	30	12
21429	34	15
6696	35	15
30423	30	15
8800	38	14
9716	34	13
26590	30	15
24222	31	14
7572	31	14
11523	26	15
14322	32	15
20708	37	14
26748	28	15
2902	40	14
29461	32	13
25446	34	14
4728	36	13
24864	28	14
3521	32	14
31109	26	14
28401	33	13
31603	26	14
2764	33	15
3215	34	13
19598	28	15
32425	24	11
3134	28	12
18752	23	14
11435	29	13
4100	34	15
26208	34	14
9865	32	13
3847	34	15
17041	29	13
26901	27	15
22927	33	14
9660	36	14
19282	31	14
21357	45	14
19191	26	14
1397	37	15
16539	28	14
9592	36	14
29025	33	14
9691	36	13
26813	26	14
17496	27	16
13618	37	17
18000	35	14
23522	35	13
9370	30	12
16791	31	15
2784	34	14
32056	29	14
28359	35	14
26311	28	14
25972	33	14
3922	31	16
21045	44	16
29064	37	14
8009	34	14
26571	26	15
31267	35	13
7156	31	14
5793	26	14
1580	34	14
22789	35	13
31613	26	14
1209	37	14
4623	29	12
15901	28	15
4143	34	15
24570	32	14
1157	31	12
26955	23	12
22837	34	12
11891	23	11
182	25	14
4390	40	16
4767	33	15
23687	32	13
8135	33	16
3915	32	12
98	34	14
27619	29	15
13313	37	16
9974	34	14
27296	33	10
3764	28	15
18223	33	16
6607	35	15
12074	33	11
790	27	14
22599	34	14
32518	29	14
3140	34	15
17103	26	9
7245	29	12
4257	37	14
2216	34	15
23357	35	14
18037	29	16
25365	40	13
7373	31	12
397	27	11
7048	35	14
15124	29	15
360	31	15
14126	35	15
21640	35	15
30119	29	10
18228	27	15
4741	28	15
5271	36	13
13948	29	16
7150	34	14
32739	28	15
30229	31	14
20609	35	13
24740	30	14
3764	32	15
29449	33	14
7346	32	15
30000	30	12
7929	28	16
11458	29	12
13102	34	16
23808	25	13
760	28	15
22206	38	15
14993	33	16
8472	35	12
26929	24	14
18634	22	14
16766	32	15
4953	31	13
8853	33	12
31851	30	11
22139	27	14
22275	35	15
6387	36	14
31101	22	4
20994	25	14
21113	33	10
2483	24	11
30234	27	14
1748	34	14
28228	34	14
22726	35	15
11709	32	14
19601	26	10
17755	29	14
4061	37	13
13223	32	15
6278	25	15
10913	35	14
24025	31	16
17538	31	15
6342	32	13
10160	40	15
10883	30	11
23365	29	13
1404	34	15
22741	33	12
4734	22	9
3415	29	16
7295	33	14
19035	30	14
24442	29	15
29175	32	13
31527	29	15
15117	26	11
20649	28	8
6363	24	13
19040	30	16
26614	34	16
18295	37	15
21527	35	15
28924	35	13
17771	27	14
11382	32	10
22849	28	15
16462	36	14
18764	31	15
8343	31	12
32211	25	14
20212	40	15
10886	32	12
20128	39	13
4816	29	14
30196	31	15
14812	37	15
28890	32	13
9131	36	13
9227	32	11
14312	27	15
24330	33	15
7268	35	15
31553	29	14
19548	33	14
14499	36	15
6900	26	11
27841	28	12
654	31	15
32570	29	12
28651	30	13
18152	30	16
28468	31	13
13626	36	17
4696	36	16
27036	37	14
25451	32	13
21721	29	14
2793	34	15
5343	33	12
20735	36	12
13131	34	15
6739	32	14
1443	32	12
17382	27	16
9269	40	14
7924	31	16
21728	33	16
5389	33	11
29028	30	14
32183	32	15
19685	29	12
14936	30	16
31423	29	14
4665	26	15
10476	36	14
22500	34	15
4730	39	15
27178	33	14
29424	31	15
30351	36	16
27021	36	15
20469	38	14
29635	31	13
954	32	14
8293	30	15
26787	27	13
26971	31	15
32333	30	13
20441	39	15
26876	29	14
30572	37	14
29948	30	13
7775	34	16
9712	37	14
1597	34	12
14793	30	14
13696	33	15
1078	35	16
948	36	14
28362	35	14
11145	33	15
2867	35	14
15026	29	9
20525	31	15
13700	34	16
7965	37	14
13479	33	16
24441	30	12
13670	31	16
9824	34	12
22877	34	15
21526	35	15
30858	31	10
7745	31	15
16664	32	14
29968	31	14
14942	32	16
25281	41	15
27873	29	12
16408	30	14
16221	33	16
11716	32	15
22815	35	13
460	29	14
7229	34	13
4466	37	15
7783	30	13
17208	29	13
32105	33	14
29150	29	13
5269	34	13
12444	31	15
689	31	15
16869	33	16
11292	31	14
23919	35	14
832	30	13
1882	28	14
29082	27	10
2469	29	12
19919	27	13
27232	35	15
28592	33	11
19502	34	15
14617	32	15
21526	35	15
25360	39	13
18111	27	15
6287	21	12
24698	33	15
29911	34	13
18132	24	13
26956	25	14
10119	35	14
28446	29	13
30710	32	15
19275	33	14
8609	36	14
8139	34	16
2873	37	15
6872	29	12
11059	28	14
23981	32	14
30730	32	14
15940	28	13
27543	32	15
25545	30	14
14887	28	11
31709	28	14
9014	31	12
30446	32	16
12527	31	13
27677	27	13
9456	38	12
2448	31	14
988	35	14
23586	31	13
32446	26	15
20947	37	14
12366	29	15
13406	31	12
5525	31	13
1509	35	14
9354	32	10
14224	34	15
14478	32	15
12945	33	14
3074	34	16
11763	31	13
28485	29	14
24593	28	12
12503	27	12
20661	34	15
1918	32	14
31012	31	15
5788	27	14
2474	34	14
9743	27	13
10337	30	14
12893	32	16
23362	36	14
24314	29	13
8139	33	16
25567	37	15
1209	38	14
6361	30	13
32421	27	15
5162	38	13
13965	28	16
16255	34	15
18824	33	15
7493	38	16
27445	31	13
2524	31	15
10418	35	13
24385	27	13
14352	34	17
22305	35	15
24737	33	15
9848	35	13
10908	32	15
26405	34	14
14561	43	16
18199	32	15
1512	36	14
29191	32	13
17698	28	14
4570	35	15
29772	32	13
25366	37	13
17549	24	10
1559	28	14
343	29	14
15085	32	14
2904	39	14
25854	35	15
28681	32	11
23778	25	14
10904	30	12
2591	29	14
16706	33	14
19362	32	14
19031	31	15
11565	31	16
32379	30	14
6421	28	12
27111	34	14
28929	34	13
7348	31	15
3464	36	16
31349	30	13
25569	34	15
2989	34	14
18954	27	15
2017	30	14
21763	26	11
17753	30	14
27158	32	14
25550	28	14
9037	30	13
29072	33	14
26739	27	13
1781	34	14
26975	32	15
29188	33	13
19289	34	14
7358	33	12
10963	33	14
27254	35	13
23509	34	13
27921	28	15
26307	26	13
6442	33	15
27758	30	14
6249	23	11
13196	31	14
5016	28	14
29449	32	14
23083	37	15
18386	34	13
15204	33	16
31242	31	13
17719	30	15
5317	34	14
32656	29	13
11452	28	13
11964	30	16
21922	38	16
15857	36	14
755	29	15
15184	35	15
14460	30	11
22751	32	15
20464	39	15
16960	26	14
1084	33	14
21809	34	16
14468	34	16
31524	32	15
24551	30	15
5225	34	12
21625	32	15
10679	35	11
7967	32	14
32555	29	13
32557	26	9
15334	25	15
14317	31	15
13300	37	16
7040	34	14
3623	31	15
17853	32	15
3592	30	13
20208	39	15
18956	28	15
15786	28	16
6316	27	15
30723	33	14
4888	30	13
14332	31	16
17046	32	14
25574	35	15
30161	32	14
29423	31	15
26018	30	13
1875	26	14
19734	28	15
29367	33	15
30406	31	13
16055	30	14
4531	41	15
25280	40	15
29256	32	12
22933	34	15
18483	29	15
7226	38	14
22574	35	13
29989	31	14
246	28	14
30165	31	14
19703	30	14
27202	32	15
7811	31	13
16585	30	14
12936	35	13
21123	36	14
22046	34	16
5914	33	13
19817	29	13
26791	28	14
7838	32	16
24346	31	14
18993	30	15
18486	29	15
377	29	12
10287	25	12
14143	33	16
20581	35	15
545	32	15
17622	32	14
18091	32	16
11834	30	14
3987	30	15
17896	34	16
27772	37	14
20978	37	15
13356	34	16
15133	31	15
11548	30	15
21408	44	13
30655	33	14
23758	29	15
12297	33	15
2838	41	16
10214	35	14
767	29	13
27340	29	13
24328	31	15
31381	33	14
3484	33	15
30767	34	15
3951	32	16
16117	25	14
8707	31	12
28587	32	14
32556	30	14
4207	37	15
25027	34	11
20768	39	15
16622	35	14
16390	37	14
32419	28	15
22729	35	14
27477	28	13
26603	30	15
20455	39	14
20334	40	15
30808	32	13
23883	31	14
19662	25	10
10971	33	15
13284	34	15
29804	32	14
4191	37	15
4754	34	14
32197	29	14
19192	26	14
19045	30	16
7357	34	13
25290	37	13
3225	34	15
16825	32	14
22374	34	16
20772	42	16
26053	32	12
19391	29	15
29162	31	14
27664	27	14
6364	30	13
23859	29	13
6827	30	15
17078	31	14
26992	37	14
6182	29	14
25862	34	15
28240	30	13
20963	36	15
31555	29	14
19333	31	15
23438	32	13
14136	33	15
5719	30	15
8789	37	13
17209	27	12
3875	31	15
26641	29	11
3578	32	16
5656	34	14
11362	30	13
18694	26	14
21057	42	14
24592	31	13
9552	35	13
2039	26	13
3446	30	15
26254	33	13
2232	29	12
6999	32	14
13272	33	15
1578	35	14
21735	28	13
3080	30	12
24394	27	15
4996	32	13
25861	33	15
32102	35	14
18251	35	16
17266	34	16
18597	29	14
30342	30	15
29992	33	14
24158	30	13
14746	26	15
20671	31	10
2160	22	13
17129	31	15
9228	35	12
28522	27	11
8105	30	15
31700	33	14
29900	30	13
9447	37	13
14657	31	15
27937	29	14
8677	35	14
26849	30	13
8392	33	14
23669	33	10
8564	33	15
17362	33	14
15452	34	12
22721	32	14
17081	30	14
5065	32	13
20068	37	15
17697	30	14
7533	34	15
3691	35	15
32641	29	14
2821	39	15
2902	40	14
9271	36	13
17601	30	15
14222	39	15
24602	29	14
10511	35	15
30230	31	14
2107	31	14
21329	43	14
26100	37	15
10503	36	15
10948	33	15
20701	39	14
30738	35	15
9126	38	13
13382	33	16
9086	36	13
8444	37	14
31682	33	15
5025	32	14
11681	30	13
27704	27	15
13917	33	14
798	34	15
9337	36	15
19966	32	13
31584	27	14
15702	34	15
337	26	12
7997	33	11
12686	26	14
31055	34	15
7457	33	16
6879	29	12
5815	24	15
29159	31	14
10847	34	15
16462	36	14
10286	28	14
31862	35	15
279	30	13
16183	32	15
28541	33	11
29359	24	14
28990	32	13
20622	36	14
1878	27	14
29639	31	13
3908	32	16
8402	36	14
27853	31	13
16602	33	14
12008	31	10
12178	29	15
28869	26	7
14474	21	13
80	32	14
18480	28	15
23976	32	13
13801	40	15
857	38	14
30693	30	13
9564	34	13
22169	32	15
17708	28	12
9477	32	12
11122	29	15
27697	28	15
7186	36	15
11140	34	15
32672	27	14
7395	30	15
21897	34	16
8890	35	13
7281	31	13
30556	30	11
2711	35	15
12387	30	15
32315	29	13
32236	29	14
3678	31	15
3306	31	15
9810	35	13
27879	28	11
10993	32	15
7399	31	15
24187	33	15
16459	36	14
8294	30	15
17382	30	16
20643	37	11
15522	29	15
6700	34	15
21610	39	15
18129	27	14
32554	30	14
3743	34	16
16689	29	15
10074	32	13
22836	36	15
15578	32	15
29626	32	13
340	28	14
31434	29	14
15564	32	15
27653	31	13
15692	33	15
12436	32	15
21903	39	16
3482	35	15
17980	33	15
14589	35	13
3572	35	15
15820	33	15
16055	32	14
29841	32	14
11107	31	15
14143	36	16
5735	32	15
30121	30	13
4834	31	14
13992	38	16
5049	30	11
13131	33	15
16499	31	13
25812	31	13
9687	35	13
25420	35	14
18595	26	13
8684	32	12
4823	29	15
16311	36	16
6240	28	14
5623	34	14
22065	35	16
15219	33	15
26379	31	14
10912	34	14
17271	28	15
27167	32	13
3790	31	16
21049	43	14
16704	28	11
8001	33	13
16176	32	15
16385	38	14
12390	28	15
2208	33	12
15846	31	13
30114	24	11
21361	40	14
18414	34	15
10732	34	15
18942	28	15
19026	31	12
20394	36	11
29909	27	12
19755	31	14
30293	32	13
1861	27	14
1632	31	13
11708	30	14
23121	37	14
31364	30	14
15947	26	14
835	34	16
19233	33	14
6181	29	14
18540	23	12
8724	30	13
1112	36	16
17349	33	13
30461	32	16
23627	32	12
30001	28	13
16129	26	14
5944	31	14
21520	32	12
22981	36	16
11740	30	15
29732	31	14
17177	30	14
29825	32	14
14944	31	16
31662	31	14
23409	31	11
31702	29	14
7049	35	13
14843	35	15
9592	37	14
4146	31	15
862	38	14
7933	29	14
32556	30	14
20016	32	10
14433	34	16
16964	28	15
8358	32	13
20748	41	15
24105	30	14
6423	30	14
18919	29	15
14681	30	15
12622	33	15
21188	37	14
32213	28	14
3062	34	15
14981	33	17
20276	43	15
28289	29	13
32062	31	14
15628	32	15
25538	35	15
32427	26	14
31871	33	16
25673	30	13
25165	32	15
31880	33	15
5037	36	14
29870	29	13
5772	27	14
31171	30	15
28504	31	12
991	35	15
11682	32	14
25793	35	16
8924	34	14
31767	28	14
15347	28	13
18217	29	13
31960	30	14
28360	35	14
21813	33	15
19876	31	14
32737	27	14
31361	25	10
27338	25	12
31969	29	14
21367	43	13
18453	27	16
25677	30	15
14301	33	15
16695	29	15
25338	36	14
9835	33	13
31585	25	12
4691	29	16
28911	36	13
31732	34	15
29388	34	14
24896	32	15
3297	28	9
5425	28	14
18962	27	14
13230	34	15
18704	29	15
4473	37	14
24837	32	12
28861	30	14
7278	30	10
18175	25	15
17363	34	15
1902	33	14
16199	29	15
15598	35	14
3280	34	15
22871	37	15
15143	31	15
3000	31	15
4982	31	12
15772	27	16
12793	34	16
6058	33	15
3242	35	16
12314	32	14
8300	30	15
22981	39	16
65	29	13
229	24	13
8091	32	15
10953	38	15
14275	37	16
6133	37	13
27116	34	13
17554	29	13
2671	32	15
8476	36	14
10040	30	13
28071	29	13
10879	32	13
13371	32	15
17453	31	15
785	31	15
22445	38	16
19894	30	14
22769	34	14
21609	38	15
6901	30	15
11045	34	15
25352	35	13
1589	31	13
28573	30	13
24653	29	13
22136	32	15
28277	29	14
32115	33	13
14414	34	17
18987	33	16
8056	37	14
18518	29	15
14109	38	15
17300	32	15
5364	36	15
30967	33	14
20277	40	15
26006	33	14
14166	35	16
8929	34	13
8074	32	14
1697	35	12
10583	29	14
11191	27	13
19903	29	14
29214	32	14
5072	30	13
14269	34	16
20632	39	15
22797	35	14
25551	28	14
16282	27	11
16050	28	14
13804	40	15
12010	36	15
13149	34	13
30066	32	13
10203	30	14
12755	30	15
20157	38	14
11323	21	6
2303	19	12
7469	28	15
677	32	15
18404	34	15
17444	26	14
9374	27	5
6128	27	15
617	30	12
11686	30	15
1062	34	15
28529	33	13
15072	28	13
25489	31	13
28591	33	14
822	33	15
431	32	14
30983	35	15
8421	34	11
3341	30	15
13565	36	17
28898	35	13
30535	34	15
30280	32	14
16742	27	13
19355	27	14
24190	32	15
29886	32	13
23283	27	14
11371	32	13
28398	32	13
30994	32	15
16969	27	15
22959	39	15
31884	31	13
21048	40	14
27168	29	12
7313	32	14
2031	29	15
10804	34	15
4343	38	13
17381	28	16
17833	32	15
16421	27	14
8966	32	13
20049	34	14
12247	32	15
899	28	12
30837	27	12
32689	26	14
22007	35	15
29861	31	14
17355	33	15
26041	32	13
24314	28	13
28294	31	14
17577	29	15
4060	38	13
29082	26	10
15816	28	15
4792	35	15
32365	31	14
30446	34	16
10489	37	12
5344	29	13
3333	30	11
27452	26	13
19990	32	14
30907	30	14
23588	28	12
12558	30	15
31053	35	15
15945	28	13
32283	31	14
6792	32	16
22791	37	13
11237	30	12
27433	27	14
7416	34	15
13094	34	16
15991	30	13
228	28	15
25263	35	15
32651	26	13
27116	34	13
4314	34	15
12048	27	14
3036	29	15
15843	35	15
17017	32	15
18662	23	10
3204	28	15
17065	30	13
19500	36	15
24315	32	14
16123	30	15
8808	37	14
18375	33	16
6886	34	15
327	30	15
29339	32	14
9765	31	14
22052	34	15
707	29	12
12741	29	16
1551	34	14
9578	31	11
29215	29	14
19811	28	14
29280	34	15
11834	29	14
19624	27	14
17439	29	15
19303	35	14
31413	29	9
13001	28	15
14406	39	17
24461	31	15
16304	36	16
26066	34	13
1660	33	14
30520	31	15
18697	26	14
21241	44	14
13487	30	14
22511	33	15
59	30	15
20383	38	12
19785	26	11
702	24	10
16689	23	15
27348	26	5
31402	22	13
12764	29	17
29016	34	14
30748	35	15
30421	29	14
22923	33	15
3320	36	14
14195	34	14
9065	30	15
12352	31	14
7876	31	16
16016	31	12
24020	27	14
516	31	13
21936	36	16
1895	31	14
25539	34	15
21274	46	14
11522	26	15
18417	35	15
23516	36	13
5602	28	12
23212	29	14
30511	30	11
22192	30	14
30717	33	15
30681	33	15
9069	31	15
23531	36	13
2738	34	14
6086	35	15
32196	27	11
22478	29	15
19088	27	15
16595	30	12
16098	27	15
31968	32	14
19029	29	13
31706	31	14
18702	26	14
28128	30	11
1295	33	13
28095	31	14
11110	30	14
17405	28	14
7041	32	14
12104	37	15
27243	38	15
17738	35	15
200	29	14
22319	36	16
12736	33	16
24428	28	15
23103	35	13
27254	34	13
21295	39	13
14997	30	16
5791	28	14
9979	32	14
14061	37	16
30903	31	13
107	30	14
23628	32	14
8479	35	14
29937	33	12
20363	33	10
18108	24	12
28828	33	14
5966	32	14
32310	31	14
8375	32	14
15093	32	16
4270	40	14
25878	31	15
24146	29	12
27059	36	14
4868	31	13
25255	33	15
18214	33	14
15583	32	15
22978	38	15
4577	36	15
25183	34	14
22216	33	15
5778	30	14
21526	34	15
26896	27	13
13568	34	17
5703	30	15
12829	31	16
13002	35	15
15016	33	15
12819	31	16
22704	29	13
20588	32	15
12269	32	15
24826	32	14
13331	33	15
18748	27	15
23251	35	12
32134	31	12
28406	31	12
11831	29	15
5426	34	14
5053	31	10
22685	31	14
30630	36	13
1021	32	15
19280	33	14
30270	31	12
24818	29	14
21450	38	15
16917	33	15
17323	34	15
14009	34	16
7823	33	16
27319	37	13
26416	28	14
19233	31	14
24234	31	12
17325	31	15
23743	28	10
1133	28	15
4901	31	13
31336	29	15
23626	32	13
14798	26	9
31031	28	14
20177	40	14
32625	30	14
21115	35	13
32526	25	13
19186	25	15
27229	37	15
23299	32	14
21451	38	15
8947	32	13
31724	32	13
1250	36	15
14543	42	16
20809	38	16
18702	28	14
17491	27	16
30773	33	15
17194	31	14
26479	28	13
102	30	14
9375	35	12
10564	30	15
19286	37	15
2386	31	14
1590	32	13
16558	28	14
15565	28	12
18700	22	13
22764	35	15
10271	32	13
10242	31	13
25113	35	15
16389	38	14
5470	30	13
19693	28	14
12448	29	13
4821	28	13
32505	26	13
4659	28	16
25027	35	11
26315	26	14
3642	35	15
32586	29	12
5423	30	13
31406	30	13
27991	29	15
8670	32	10
15602	31	15
26407	34	14
17897	33	16
25204	32	15
12174	34	15
14464	32	12
927	33	14
3150	35	15
8267	32	15
21931	38	16
12084	41	15
3214	36	16
29137	33	14
22662	32	14
30110	28	14
11422	25	12
5877	33	14
15197	33	16
12169	35	15
19406	33	14
30164	31	14
32688	28	14
32003	31	14
23615	34	15
286	30	13
12855	29	16
18809	35	15
9985	34	13
31669	28	14
28708	26	13
19426	28	13
7032	32	14
6775	34	16
20904	41	15
22330	37	15
11780	30	15
30807	30	10
23992	22	10
3890	28	15
2528	33	15
4275	39	14
27409	34	14
21798	33	15
6731	30	13
13282	32	15
4730	39	15
335	25	13
12006	33	15
10764	34	15
5705	19	13
15418	32	15
16222	34	16
30782	36	14
25384	36	14
3192	32	14
4682	31	14
31677	33	15
3609	30	13
27800	32	14
19287	36	15
20379	43	15
29624	32	13
32082	32	13
9378	35	13
12425	28	14
23744	30	14
10245	32	13
22373	33	16
21228	44	12
19409	31	15
17764	29	14
30678	32	15
24371	28	14
22641	35	16
7275	38	15
18508	27	15
2151	29	11
15184	31	15
19865	29	13
18340	32	15
28931	35	13
28624	33	14
32345	30	14
32483	33	15
20999	37	15
3780	33	14
22721	34	14
21020	38	14
6216	30	14
18040	28	13
13182	33	15
22677	37	14
27658	30	14
5107	30	13
30223	28	14
37	21	13
22224	35	15
8568	38	15
3378	39	16
32736	28	13
31603	26	14
28243	30	14
924	35	14
24055	33	15
5234	36	12
9170	35	14
4845	31	14
3289	36	16
11401	34	14
15249	31	14
16611	34	14
25502	29	12
17797	28	16
23290	31	12
23758	27	15
30118	30	12
24918	29	14
2061	28	11
28996	28	13
3453	31	16
8550	36	14
7005	35	14
32277	31	13
20226	39	15
28713	29	14
4955	31	15
3713	36	15
17609	30	14
26870	27	14
11479	26	14
32681	27	14
23741	29	14
29205	31	14
25796	35	16
2884	36	13
6154	31	15
15641	34	15
18236	32	15
27283	31	8
29242	29	14
8559	35	14
12228	35	15
9623	37	14
17309	31	15
1336	36	14
24272	26	9
25217	30	15
8943	32	13
18516	25	14
2186	31	11
18794	28	15
2613	34	15
26047	32	13
16591	30	12
20548	33	15
17128	33	15
16161	33	14
26746	25	11
785	27	15
23893	30	12
18080	27	14
32742	28	15
7251	36	14
14148	34	15
31481	33	14
686	30	15
451	33	15
21976	34	15
27087	35	14
12471	35	15
31045	35	15
5814	27	15
11331	27	14
26737	26	10
10780	29	16
31849	36	15
4548	39	16
30297	35	15
15962	33	15
6662	36	16
27944	31	13
32195	26	13
14491	35	15
25099	38	15
14332	33	16
24278	33	14
20979	35	12
23693	27	13
25	19	14
15832	33	14
29733	28	13
2195	33	16
21368	47	15
4012	34	15
9238	35	12
27837	27	10
7752	33	16
20376	44	15
28801	28	12
6953	31	14
12093	39	16
16972	26	13
14571	40	15
11414	33	15
22058	36	16
27168	31	12
24794	30	14
30410	31	14
20690	37	14
4254	40	15
17218	31	14
562	32	15
31228	32	13
2368	24	12
31296	27	13
713	32	15
28357	36	14
4474	31	9
20234	34	15
22586	34	12
7738	33	14
29179	31	13
26151	33	14
22857	37	14
30502	27	10
17713	21	10
31707	28	14
28271	30	14
10281	33	14
1803	39	14
17638	31	16
16324	36	16
9738	39	13
20994	34	14
18286	36	15
31267	35	13
27726	22	10
27994	26	13
16441	28	14
28552	34	14
11274	29	14
4261	39	14
26655	29	14
5820	24	13
23797	29	14
138	25	13
11711	30	14
11829	29	13
25793	34	16
26820	29	13
14194	33	14
1591	32	13
18604	24	13
5997	23	13
16765	31	15
13888	35	14
7506	36	15
32125	31	12
11403	30	14
16803	34	16
10437	35	14
6286	22	14
20570	34	13
28531	31	13
27359	30	14
10722	30	14
26292	24	10
22946	29	12
32727	24	15
24230	29	11
8865	32	14
30570	36	14
4371	40	14
19832	30	13
18395	30	15
9964	30	13
18493	26	11
27944	26	13
22146	29	14
31256	32	12
30873	30	12
26811	24	13
7953	30	14
19148	29	16
29334	27	9
29878	27	14
21137	38	15
23104	35	13
13731	34	15
2457	35	15
25356	37	14
32673	26	14
29763	27	13
10153	40	15
18501	31	15
10748	31	12
7780	33	16
2034	31	15
31910	34	15
14686	30	15
26093	36	14
24205	29	14
18042	29	15
29498	35	15
29078	35	14
4639	24	11
8540	34	15
5642	33	14
12796	29	13
3234	33	15
23535	36	11
20537	24	4
3317	24	15
2408	32	14
15824	31	14
7745	35	15
21280	45	14
1116	37	16
18889	32	15
21521	35	15
13249	37	16
11916	29	15
28744	29	15
21937	38	16
8908	36	14
3044	31	15
17935	35	15
17192	26	12
25920	33	15
7740	33	15
4908	31	13
7070	33	14
14262	32	14
16790	34	16
20012	36	12
7102	33	15
17210	31	14
7584	35	15
22412	32	16
23390	30	12
21593	36	15
20609	36	13
2416	31	14
28258	28	14
2171	33	14
14033	41	15
28567	32	14
3293	31	15
25972	34	14
29929	28	9
15247	27	15
1658	35	14
3925	27	11
9566	31	12
18725	22	13
1307	35	13
4232	35	14
20680	35	13
18208	32	15
25279	40	15
26652	31	14
4808	29	15
22575	37	15
5801	29	14
21085	39	14
4169	28	12
16415	24	14
32191	29	14
32680	27	14
8965	30	10
29009	26	13
560	31	15
11645	30	15
24139	31	14
3692	34	15
26201	33	12
21974	27	11
20736	33	13
13391	31	16
14058	38	15
26807	26	12
10469	34	14
8266	29	13
10308	31	15
17415	26	15
6935	34	14
1677	32	12
25382	34	14
23966	35	13
13788	38	16
11488	30	14
1161	33	13
21407	42	13
32668	24	12
7573	32	15
21704	36	14
22280	32	15
1838	30	14
1723	30	9
31236	27	13
9351	36	15
18774	32	16
6549	34	12
10695	30	14
32656	29	13
3979	31	16
32331	27	9
7655	29	15
25516	32	12
11261	27	12
12254	31	15
20654	35	12
24596	23	8
14038	35	15
21601	39	15
17463	29	15
20862	39	15
12480	35	16
25959	34	15
22811	32	14
28215	32	14
11944	32	16
15544	36	15
30798	37	14
22642	33	14
29378	32	15
22856	38	14
5187	34	11
10976	31	12
5838	23	14
28777	32	14
17751	34	15
13184	35	15
11161	33	15
7999	38	14
1388	35	15
20665	36	15
29126	30	8
20596	27	15
20180	41	14
9382	36	13
4046	34	14
10798	30	13
8818	35	14
4785	34	15
26950	27	14
6206	30	13
14619	29	14
15203	33	15
31585	27	12
18075	26	12
25666	26	13
27258	35	13
25269	30	10
8206	29	16
25045	37	13
11068	29	14
28226	34	14
9518	35	13
10082	34	14
30476	34	13
25520	32	14
12175	33	15
26750	29	15
12859	24	6
22744	28	14
30007	32	14
23655	23	6
27424	23	13
18054	30	16
24657	33	15
1768	30	13
3947	30	16
14461	36	15
3878	30	12
2173	30	12
2998	28	15
16060	28	10
4168	29	15
14776	29	13
2397	27	13
1024	34	15
12048	27	14
5603	33	13
16016	28	12
11658	31	16
25675	30	15
14567	44	16
1190	34	14
26658	28	10
16177	29	15
29805	32	14
10420	34	13
18012	30	14
23191	35	14
16450	35	14
10847	34	15
21530	37	15
12901	36	15
2560	35	14
23790	28	13
850	34	12
27977	26	14
10219	33	14
7844	32	16
22034	35	14
28333	31	13
29465	30	12
6732	30	15
27073	33	13
17639	30	16
19670	30	12
18197	28	15
18343	34	15
18352	30	12
4934	27	14
6816	25	11
7856	32	16
31448	31	14
18764	31	15
8536	38	15
19052	32	15
2360	33	14
30123	32	15
28930	35	13
19291	36	14
27623	27	13
32107	33	14
10644	33	14
5224	32	13
4529	40	15
32127	34	13
30795	35	14
20915	36	15
6852	33	14
26532	27	15
20728	42	14
3219	35	16
31917	34	14
26252	32	13
20891	37	15
20700	38	12
8835	31	12
19772	28	14
1074	34	16
14173	37	16
23906	34	13
5555	29	13
29395	32	14
31149	30	13
14619	29	14
13004	32	14
16889	30	16
29480	34	14
2346	34	15
14693	28	14
17692	26	11
13108	33	16
16873	31	12
9409	34	12
16772	32	16
1225	39	12
29187	30	13
14891	31	15
21342	45	14
3888	32	15
28714	29	14
20444	39	14
10512	35	15
29706	35	13
4365	40	15
31519	33	14
2250	33	13
3733	31	15
31108	27	14
27059	38	14
21597	40	15
14379	37	16
24846	36	14
27249	37	15
32593	28	14
13835	34	17
22654	33	15
26926	27	14
11057	32	15
13404	33	15
26865	30	11
25059	29	15
24106	31	15
29295	32	14
7939	31	16
3852	35	16
2005	29	15
1093	36	15
22083	37	16
22349	34	16
18512	29	15
19793	26	13
22756	34	15
15963	33	15
11667	30	15
6270	20	10
10165	34	12
23834	29	14
23297	32	15
29044	35	14
32339	29	13
9475	33	12
20286	40	16
8983	36	13
26524	28	15
29385	34	14
